invoice_id,item,quantity,unit_price,line_total
INV_000177,Item 2,2,197.18,394.36
INV_000177,Item 3,2,322.9,645.8
INV_000177,Item 4,5,272.66,1363.3
INV_000178,Item 1,4,670.6,2682.4
INV_000178,Item 2,8,363.83,2910.64
INV_000178,Item 3,1,681.77,681.77
INV_000178,Item 4,7,460.26,3221.82
INV_000179,Item 1,3,427.44,1282.32
INV_000179,Item 2,1,191.29,191.29
INV_000179,Item 3,6,471.42,2828.52
INV_000180,Item 1,2,730.93,1461.86
INV_000180,Item 2,9,618.29,5564.61
INV_000181,Item 1,5,362.44,1812.2
INV_000181,Item 2,4,310.34,1241.36
INV_000181,Item 3,5,595.94,2979.7
INV_000181,Item 4,2,335.45,670.9
INV_000181,Item 5,6,276.39,1658.34
INV_000182,Item 1,3,286.23,858.69
INV_000182,Item 2,6,314.64,1887.84
INV_000182,Item 3,1,376.58,376.58
INV_000182,Item 4,7,504.16,3529.12
INV_000182,Item 5,1,234.02,234.02
INV_000183,Item 1,9,799.14,7192.26
INV_000183,Item 2,6,716.4,4298.4
INV_000183,Item 3,1,635.85,635.85
INV_000184,Item 1,3,916.76,2750.28
INV_000184,Item 2,5,705.45,3527.25
INV_000184,Item 3,4,885.52,3542.08
INV_000184,Item 4,4,863.92,3455.68
INV_000184,Item 5,3,958.06,2874.18
INV_000185,Item 1,7,310.01,2170.07
INV_000185,Item 2,3,428.09,1284.27
INV_000185,Item 3,6,537.88,3227.28
INV_000185,Item 4,2,507.13,1014.26
INV_000185,Item 5,4,308.1,1232.4
INV_000186,Item 1,8,647.97,5183.76
INV_000186,Item 2,4,786.57,3146.28
INV_000187,Item 1,3,103.55,310.65
INV_000187,Item 2,8,241.44,1931.52
INV_000187,Item 3,9,130.65,1175.85
INV_000187,Item 4,5,174.5,872.5
INV_000187,Item 5,6,257.45,1544.7
INV_000188,Item 1,6,799.72,4798.32
INV_000188,Item 2,4,998.45,3993.8
INV_000188,Item 3,9,901.0,8109.0
INV_000188,Item 4,3,749.0,2247.0
INV_000189,Item 1,2,648.05,1296.1
INV_000189,Item 2,4,628.79,2515.16
INV_000189,Item 3,7,789.33,5525.31
INV_000189,Item 4,1,601.15,601.15
INV_000190,Item 1,5,608.55,3042.75
INV_000190,Item 2,2,643.96,1287.92
INV_000190,Item 3,6,923.36,5540.16
INV_000191,Item 1,6,476.29,2857.74
INV_000191,Item 2,5,568.68,2843.4
INV_000191,Item 3,7,775.94,5431.58
INV_000192,Item 1,3,680.93,2042.79
INV_000192,Item 2,6,822.73,4936.38
INV_000192,Item 3,3,686.34,2059.02
INV_000192,Item 4,3,828.58,2485.74
INV_000192,Item 5,4,682.08,2728.32
INV_000193,Item 1,1,650.37,650.37
INV_000193,Item 2,8,385.86,3086.88
INV_000194,Item 1,45,196.46,8840.7
INV_000194,Item 2,45,170.5,7672.5
INV_000194,Item 3,40,307.62,12304.8
INV_000194,Item 4,16,395.39,6326.24
INV_000195,Item 1,2,771.49,1542.98
INV_000195,Item 2,3,751.89,2255.67
INV_000195,Item 3,3,744.25,2232.75
INV_000195,Item 4,6,513.22,3079.32
INV_000196,Item 1,8,89.04,712.32
INV_000196,Item 2,7,420.45,2943.15
INV_000196,Item 3,6,326.62,1959.72
INV_000196,Item 4,3,255.03,765.09
INV_000197,Item 1,9,497.55,4477.95
INV_000197,Item 2,2,458.83,917.66
INV_000198,Item 1,6,880.42,5282.52
INV_000198,Item 2,9,552.04,4968.36
INV_000199,Item 1,8,720.68,5765.44
INV_000199,Item 2,4,630.01,2520.04
INV_000199,Item 3,9,718.46,6466.14
INV_000199,Item 4,2,643.32,1286.64
INV_000199,Item 5,3,669.05,2007.15
INV_000200,Item 1,9,821.58,7394.22
INV_000200,Item 2,4,674.04,2696.16
INV_000200,Item 3,9,703.6,6332.4
INV_000201,Item 1,9,327.21,2944.89
INV_000201,Item 2,5,270.85,1354.25
INV_000201,Item 3,3,254.32,762.96
INV_000201,Item 4,5,157.31,786.55
INV_000201,Item 5,8,295.13,2361.04
INV_000202,Item 1,7,251.27,1758.89
INV_000202,Item 2,6,209.67,1258.02
INV_000202,Item 3,6,271.6,1629.6
INV_000203,Item 1,6,345.54,2073.24
INV_000203,Item 2,4,329.33,1317.32
INV_000204,Item 1,3,475.62,1426.86
INV_000204,Item 2,6,497.41,2984.46
INV_000204,Item 3,3,501.96,1505.88
INV_000204,Item 4,8,548.92,4391.36
INV_000205,Item 1,6,824.34,4946.04
INV_000205,Item 2,1,868.27,868.27
INV_000205,Item 3,2,916.56,1833.12
INV_000205,Item 4,1,586.04,586.04
INV_000206,Item 1,2,643.4,1286.8
INV_000206,Item 2,3,861.27,2583.81
INV_000206,Item 3,9,773.09,6957.81
INV_000206,Item 4,2,795.04,1590.08
INV_000207,Item 1,5,682.34,3411.7
INV_000207,Item 2,1,727.02,727.02
INV_000208,Item 1,9,452.1,4068.9
INV_000208,Item 2,6,670.97,4025.82
INV_000208,Item 3,6,437.68,2626.08
INV_000209,Item 1,2,363.87,727.74
INV_000209,Item 2,8,282.95,2263.6
INV_000209,Item 3,2,248.22,496.44
INV_000209,Item 4,6,224.37,1346.22
INV_000210,Item 1,5,130.51,652.55
INV_000210,Item 2,9,393.87,3544.83
INV_000210,Item 3,4,272.11,1088.44
INV_000211,Item 1,1,519.21,519.21
INV_000211,Item 2,7,518.99,3632.93
INV_000211,Item 3,9,526.46,4738.14
INV_000212,Item 1,1,426.48,426.48
INV_000212,Item 2,4,263.48,1053.92
INV_000212,Item 3,2,238.31,476.62
INV_000213,Item 1,3,593.26,1779.78
INV_000213,Item 2,7,540.4,3782.8
INV_000213,Item 3,7,706.29,4944.03
INV_000214,Item 1,2,601.88,1203.76
INV_000214,Item 2,7,585.45,4098.15
INV_000214,Item 3,4,688.98,2755.92
INV_000215,Item 1,1,297.09,297.09
INV_000215,Item 2,2,171.52,343.04
INV_000215,Item 3,4,52.01,208.04
INV_000216,Item 1,9,690.55,6214.95
INV_000216,Item 2,4,671.15,2684.6
INV_000216,Item 3,7,804.56,5631.92
INV_000216,Item 4,8,546.44,4371.52
INV_000216,Item 5,2,746.12,1492.24
INV_000217,Item 1,6,415.69,2494.14
INV_000217,Item 2,4,505.41,2021.64
INV_000218,Item 1,8,341.47,2731.76
INV_000218,Item 2,1,484.11,484.11
INV_000218,Item 3,9,541.64,4874.76
INV_000218,Item 4,8,280.48,2243.84
INV_000218,Item 5,7,507.28,3550.96
INV_000219,Item 1,1,152.92,152.92
INV_000219,Item 2,8,407.88,3263.04
INV_000219,Item 3,5,417.43,2087.15
INV_000220,Item 1,15,906.9,13603.5
INV_000220,Item 2,24,648.67,15568.08
INV_000220,Item 3,12,747.0,8964.0
INV_000221,Item 1,9,250.15,2251.35
INV_000221,Item 2,3,269.34,808.02
INV_000222,Item 1,1,498.06,498.06
INV_000222,Item 2,7,444.18,3109.26
INV_000222,Item 3,5,593.86,2969.3
INV_000222,Item 4,6,577.65,3465.9
INV_000223,Item 1,8,398.96,3191.68
INV_000223,Item 2,4,297.35,1189.4
INV_000223,Item 3,6,227.44,1364.64
INV_000223,Item 4,2,354.4,708.8
INV_000223,Item 5,2,139.83,279.66
INV_000224,Item 1,8,295.41,2363.28
INV_000224,Item 2,5,340.87,1704.35
INV_000224,Item 3,9,283.61,2552.49
INV_000225,Item 1,7,560.14,3920.98
INV_000225,Item 2,8,697.2,5577.6
INV_000225,Item 3,4,635.47,2541.88
INV_000225,Item 4,3,681.06,2043.18
INV_000225,Item 5,2,810.36,1620.72
INV_000226,Item 1,6,198.58,1191.48
INV_000226,Item 2,2,273.73,547.46
INV_000226,Item 3,9,170.01,1530.09
INV_000226,Item 4,6,311.03,1866.18
INV_000227,Item 1,9,520.92,4688.28
INV_000227,Item 2,5,401.02,2005.1
INV_000227,Item 3,4,329.63,1318.52
INV_000227,Item 4,2,456.58,913.16
INV_000227,Item 5,8,443.66,3549.28
INV_000228,Item 1,4,412.27,1649.08
INV_000228,Item 2,8,346.18,2769.44
INV_000228,Item 3,9,387.51,3487.59
INV_000228,Item 4,5,126.91,634.55
INV_000229,Item 1,9,388.88,3499.92
INV_000229,Item 2,6,288.43,1730.58
INV_000229,Item 3,6,212.44,1274.64
INV_000230,Item 1,7,689.26,4824.82
INV_000230,Item 2,9,468.39,4215.51
INV_000231,Item 1,6,1362.6074324237059,8175.64
INV_000231,Item 2,7,929.626311961565,6507.38
INV_000232,Item 1,1,548.26,548.26
INV_000232,Item 2,7,621.39,4349.73
INV_000232,Item 3,5,723.86,3619.3
INV_000233,Item 1,2,603.13,1206.26
INV_000233,Item 2,2,491.93,983.86
INV_000233,Item 3,5,618.72,3093.6
INV_000233,Item 4,6,758.62,4551.72
INV_000233,Item 5,5,528.47,2642.35
INV_000234,Item 1,1,654.07,654.07
INV_000234,Item 2,4,547.48,2189.92
INV_000234,Item 3,6,521.12,3126.72
INV_000234,Item 4,5,523.84,2619.2
INV_000234,Item 5,8,612.13,4897.04
INV_000235,Item 1,7,570.98,3996.86
INV_000235,Item 2,6,638.98,3833.88
INV_000235,Item 3,7,373.26,2612.82
INV_000235,Item 4,9,527.15,4744.35
INV_000236,Item 1,45,701.94,31587.3
INV_000236,Item 2,12,886.35,10636.2
INV_000236,Item 3,6,741.44,4448.64
INV_000236,Item 4,45,615.19,27683.55
INV_000236,Item 5,24,738.08,17713.92
INV_000237,Item 1,7,334.4,2340.8
INV_000237,Item 2,2,683.99,1367.98
INV_000237,Item 3,7,588.84,4121.88
INV_000237,Item 4,8,677.26,5418.08
INV_000237,Item 5,6,646.47,3878.82
INV_000238,Item 1,7,572.42,4006.94
INV_000238,Item 2,4,479.14,1916.56
INV_000238,Item 3,8,490.39,3923.12
INV_000238,Item 4,9,379.0,3411.0
INV_000239,Item 1,6,266.76,1600.56
INV_000239,Item 2,2,525.65,1051.3
INV_000239,Item 3,2,435.3,870.6
INV_000240,Item 1,7,135.59,949.13
INV_000240,Item 2,3,328.25,984.75
INV_000240,Item 3,5,120.64,603.2
INV_000240,Item 4,6,237.74,1426.44
INV_000240,Item 5,4,212.41,849.64
INV_000241,Item 1,2,726.95,1453.9
INV_000241,Item 2,4,647.22,2588.88
INV_000241,Item 3,6,605.05,3630.3
INV_000241,Item 4,7,650.91,4556.37
INV_000241,Item 5,8,654.71,5237.68
INV_000242,Item 1,7,577.61,4043.27
INV_000242,Item 2,4,431.22,1724.88
INV_000242,Item 3,2,515.28,1030.56
INV_000243,Item 1,2,714.56,1429.12
INV_000243,Item 2,6,623.05,3738.3
INV_000243,Item 3,1,922.0,922.0
INV_000244,Item 1,6,589.39,3536.34
INV_000244,Item 2,2,887.99,1775.98
INV_000244,Item 3,9,666.54,5998.86
INV_000244,Item 4,5,601.2,3006.0
INV_000244,Item 5,7,667.4,4671.8
INV_000245,Item 1,3,670.0,2010.0
INV_000245,Item 2,8,591.28,4730.24
INV_000245,Item 3,1,542.74,542.74
INV_000246,Item 1,3,502.9,1508.7
INV_000246,Item 2,9,416.87,3751.83
INV_000246,Item 3,2,530.54,1061.08
INV_000246,Item 4,2,363.61,727.22
INV_000247,Item 1,5,762.62,3813.1
INV_000247,Item 2,8,648.03,5184.24
INV_000248,Item 1,8,537.94,4303.52
INV_000248,Item 2,9,677.09,6093.81
INV_000248,Item 3,9,579.24,5213.16
INV_000248,Item 4,6,527.28,3163.68
INV_000248,Item 5,4,510.02,2040.08
INV_000249,Item 1,7,260.54,1823.78
INV_000249,Item 2,5,341.13,1705.65
INV_000249,Item 3,9,375.57,3380.13
INV_000249,Item 4,2,394.1,788.2
INV_000249,Item 5,1,350.86,350.86
INV_000250,Item 1,9,2052.569469429094,18473.13
INV_000250,Item 2,8,1145.4777334073028,9163.82
INV_000250,Item 3,6,1619.0687788171258,9714.41
INV_000250,Item 4,1,1488.345188496936,1488.35
INV_000250,Item 5,8,1522.4219493988464,12179.38
INV_000251,Item 1,2,251.3,502.6
INV_000251,Item 2,7,293.23,2052.61
INV_000252,Item 1,4,418.83,1675.32
INV_000252,Item 2,9,346.97,3122.73
INV_000252,Item 3,3,562.83,1688.49
INV_000253,Item 1,6,598.77,3592.62
INV_000253,Item 2,3,500.99,1502.97
INV_000254,Item 1,5,493.47,2467.35
INV_000254,Item 2,7,646.13,4522.91
INV_000254,Item 3,7,528.38,3698.66
INV_000254,Item 4,1,437.19,437.19
INV_000255,Item 1,3,677.75,2033.25
INV_000255,Item 2,6,354.06,2124.36
INV_000255,Item 3,2,499.57,999.14
INV_000255,Item 4,1,439.88,439.88
INV_000256,Item 1,9,341.47,3073.23
INV_000256,Item 2,7,641.22,4488.54
INV_000256,Item 3,3,402.53,1207.59
INV_000257,Item 1,6,457.9,2747.4
INV_000257,Item 2,7,471.18,3298.26
INV_000257,Item 3,6,410.99,2465.94
INV_000258,Item 1,8,622.08,4976.64
INV_000258,Item 2,3,473.75,1421.25
INV_000258,Item 3,5,593.6,2968.0
INV_000258,Item 4,3,574.7,1724.1
INV_000259,Item 1,1,262.07,262.07
INV_000259,Item 2,2,333.43,666.86
INV_000259,Item 3,2,334.36,668.72
INV_000260,Item 1,6,425.01,2550.06
INV_000260,Item 2,6,239.41,1436.46
INV_000260,Item 3,3,297.19,891.57
INV_000261,Item 1,2,353.07,706.14
INV_000261,Item 2,8,288.88,2311.04
INV_000261,Item 3,6,515.4,3092.4
INV_000262,Item 1,6,165.98,995.88
INV_000262,Item 2,4,348.88,1395.52
INV_000262,Item 3,9,410.76,3696.84
INV_000262,Item 4,1,300.82,300.82
INV_000263,Item 1,6,333.4,2000.4
INV_000263,Item 2,7,299.86,2099.02
INV_000263,Item 3,1,464.73,464.73
INV_000263,Item 4,8,194.68,1557.44
INV_000264,Item 1,2,561.06,1122.12
INV_000264,Item 2,8,697.13,5577.04
INV_000265,Item 1,5,393.73,1968.65
INV_000265,Item 2,2,246.04,492.08
INV_000265,Item 3,6,452.69,2716.14
INV_000265,Item 4,3,444.17,1332.51
INV_000265,Item 5,5,399.89,1999.45
INV_000266,Item 1,2,580.11,1160.22
INV_000266,Item 2,5,668.02,3340.1
INV_000267,Item 1,1,419.97,419.97
INV_000267,Item 2,3,156.4,469.2
INV_000268,Item 1,8,298.58,2388.64
INV_000268,Item 2,1,336.47,336.47
INV_000268,Item 3,7,358.66,2510.62
INV_000269,Item 1,7,264.23,1849.61
INV_000269,Item 2,1,352.55,352.55
INV_000270,Item 1,8,877.1,7016.8
INV_000270,Item 2,4,660.65,2642.6
INV_000270,Item 3,5,813.95,4069.75
INV_000270,Item 4,3,749.01,2247.03
INV_000270,Item 5,1,601.22,601.22
INV_000271,Item 1,9,206.9,1862.1
INV_000271,Item 2,32,371.78,11896.96
INV_000271,Item 3,25,389.91,9747.75
INV_000271,Item 4,24,446.79,10722.96
INV_000272,Item 1,2,364.94,729.88
INV_000272,Item 2,8,342.51,2740.08
INV_000272,Item 3,9,341.18,3070.62
INV_000272,Item 4,5,171.81,859.05
INV_000272,Item 5,2,324.74,649.48
INV_000273,Item 1,8,257.83,2062.64
INV_000273,Item 2,6,270.77,1624.62
INV_000273,Item 3,8,286.61,2292.88
INV_000273,Item 4,8,315.4,2523.2
INV_000274,Item 1,7,332.01,2324.07
INV_000274,Item 2,9,174.27,1568.43
INV_000274,Item 3,8,357.67,2861.36
INV_000274,Item 4,7,153.66,1075.62
INV_000274,Item 5,5,207.4,1037.0
INV_000275,Item 1,2,936.8,1873.6
INV_000275,Item 2,3,800.95,2402.85
INV_000275,Item 3,2,728.27,1456.54
INV_000275,Item 4,9,725.8,6532.2
INV_000276,Item 1,3,310.66,931.98
INV_000276,Item 2,2,190.96,381.92
INV_000276,Item 3,6,288.87,1733.22
INV_000277,Item 1,4,398.13,1592.52
INV_000277,Item 2,1,198.04,198.04
INV_000278,Item 1,6,764.58,4587.48
INV_000278,Item 2,8,786.71,6293.68
INV_000278,Item 3,6,764.58,4587.48
INV_000279,Item 1,6,658.46,3950.76
INV_000279,Item 2,1,878.41,878.41
INV_000279,Item 3,4,572.32,2289.28
INV_000280,Item 1,8,697.24,5577.92
INV_000280,Item 2,3,854.14,2562.42
INV_000280,Item 3,7,849.03,5943.21
INV_000281,Item 1,7,633.41,4433.87
INV_000281,Item 2,1,565.68,565.68
INV_000281,Item 3,2,392.04,784.08
INV_000281,Item 4,8,471.62,3772.96
INV_000282,Item 1,7,705.73,4940.11
INV_000282,Item 2,7,874.1,6118.7
INV_000282,Item 3,5,672.93,3364.65
INV_000282,Item 4,8,820.25,6562.0
INV_000283,Item 1,8,693.07,5544.56
INV_000283,Item 2,9,664.15,5977.35
INV_000283,Item 3,4,685.61,2742.44
INV_000283,Item 4,7,657.08,4599.56
INV_000283,Item 5,1,661.67,661.67
INV_000284,Item 1,6,384.3,2305.8
INV_000284,Item 2,8,378.31,3026.48
INV_000284,Item 3,6,457.42,2744.52
INV_000284,Item 4,4,359.81,1439.24
INV_000284,Item 5,6,472.76,2836.56
INV_000285,Item 1,8,744.67,5957.36
INV_000285,Item 2,3,578.54,1735.62
INV_000285,Item 3,6,769.93,4619.58
INV_000286,Item 1,6,717.1094857467376,4302.66
INV_000286,Item 2,5,1043.4276366314637,5217.14
INV_000286,Item 3,5,1245.7851033774798,6228.93
INV_000286,Item 4,3,998.7832498048358,2996.35
INV_000286,Item 5,8,494.29019956593584,3954.32
INV_000287,Item 1,1,780.62,780.62
INV_000287,Item 2,7,814.26,5699.82
INV_000287,Item 3,8,829.28,6634.24
INV_000288,Item 1,7,581.54,4070.78
INV_000288,Item 2,5,472.36,2361.8
INV_000289,Item 1,7,414.9,2904.3
INV_000289,Item 2,9,321.06,2889.54
INV_000290,Item 1,6,290.99,1745.94
INV_000290,Item 2,9,542.11,4878.99
INV_000291,Item 1,6,678.78,4072.68
INV_000291,Item 2,2,577.88,1155.76
INV_000291,Item 3,1,695.54,695.54
INV_000291,Item 4,5,826.03,4130.15
INV_000292,Item 1,6,711.3,4267.8
INV_000292,Item 2,4,752.9,3011.6
INV_000292,Item 3,7,810.36,5672.52
INV_000293,Item 1,6,288.0,1728.0
INV_000293,Item 2,7,418.33,2928.31
INV_000293,Item 3,7,129.25,904.75
INV_000293,Item 4,1,209.16,209.16
INV_000293,Item 5,2,458.17,916.34
INV_000294,Item 1,9,693.21,6238.89
INV_000294,Item 2,8,970.54,7764.32
INV_000294,Item 3,7,625.27,4376.89
INV_000294,Item 4,6,794.34,4766.04
INV_000294,Item 5,1,758.48,758.48
INV_000295,Item 1,8,367.48,2939.84
INV_000295,Item 2,3,273.52,820.56
INV_000295,Item 3,3,421.36,1264.08
INV_000295,Item 4,6,200.73,1204.38
INV_000295,Item 5,7,414.19,2899.33
INV_000296,Item 1,4,443.08,1772.32
INV_000296,Item 2,9,668.31,6014.79
INV_000296,Item 3,1,530.12,530.12
INV_000296,Item 4,9,469.38,4224.42
INV_000297,Item 1,3,245.54,736.62
INV_000297,Item 2,6,518.13,3108.78
INV_000297,Item 3,6,183.79,1102.74
INV_000297,Item 4,8,309.39,2475.12
INV_000298,Item 1,1,919.09,919.09
INV_000298,Item 2,5,939.92,4699.6
INV_000298,Item 3,3,739.76,2219.28
INV_000299,Item 1,4,742.97,2971.88
INV_000299,Item 2,4,668.92,2675.68
