invoice_id,provider_id,country,invoice_date,payment_terms,subtotal,tax,total,is_fraud,fraud_type
INV_000204,780662b5-e665-4015-9d4b-edce767d9486,AT,2025-08-03,NET30,10308.56,1546.28,11854.84,0,NONE
INV_000205,2cb41fac-7ecb-4a6d-8714-62647a8b1673,CG,2026-01-01,NET30,8233.47,1235.02,9468.49,0,NONE
INV_000206,f6d81f5e-1308-4745-9a02-5771140cdf8b,SZ,2025-12-06,NET30,12418.5,1862.78,14281.28,0,NONE
INV_000207,b51d5ff4-3a1d-4ae8-8bd1-fe9215cc2390,AR,2025-01-27,NET30,4138.72,620.81,4759.53,0,NONE
INV_000208,eb41e38f-e554-41c1-a0e3-ca890350e9ec,AU,2025-07-01,NET60,10720.8,1608.12,12328.92,0,NONE
INV_000209,356f2c48-dc1d-4641-a395-e90f4daceb49,HN,2025-03-18,NET60,4834.0,725.1,5559.1,0,NONE
INV_000210,bbcdc83a-fb69-4c20-a838-17516700b971,BT,2025-11-11,NET60,5285.82,792.87,6078.69,0,NONE
INV_000211,a9a3dcab-8105-4463-844d-cd8a9bb1a830,CA,2025-11-21,NET30,8890.28,1333.54,10223.82,0,NONE
INV_000212,bbcdc83a-fb69-4c20-a838-17516700b971,BT,2025-07-18,NET30,1957.02,293.55,2250.57,0,NONE
INV_000213,c0b28020-1534-4406-a7cc-cfa62176fcba,CU,2025-11-05,NET30,10506.61,1575.99,12082.6,0,NONE
INV_000214,1afdcffd-f8f3-4bc3-a53f-3c1b6997e688,LK,2025-12-30,NET60,8057.83,1208.67,9266.5,0,NONE
INV_000215,12135baa-d2fb-4d7a-89c7-f589d65517ed,NO,2025-12-18,NET30,848.17,127.23,975.4,0,NONE
INV_000216,b51d5ff4-3a1d-4ae8-8bd1-fe9215cc2390,AR,2025-02-18,NET30,20395.23,3059.28,23454.51,0,NONE
INV_000217,16ccf49a-1d1d-47ee-90b0-f7d306a2bbab,BW,2025-10-02,NET90,4515.78,677.37,5193.15,1,QUANTITY
INV_000218,5b9afaad-272e-4cba-bfbc-9a4f4e0434c1,GM,2025-03-06,NET30,13885.43,2082.81,15968.24,1,DUPLICATE
INV_000219,356f2c48-dc1d-4641-a395-e90f4daceb49,HN,2025-08-15,NET30,5503.11,825.47,6328.58,0,NONE
INV_000220,f6d81f5e-1308-4745-9a02-5771140cdf8b,SZ,2025-09-24,NET60,38135.58,5720.34,43855.92,1,QUANTITY
INV_000221,bbcdc83a-fb69-4c20-a838-17516700b971,BT,2025-07-05,NET30,3059.37,458.91,3518.28,0,NONE
INV_000222,68507650-a511-4089-9dd5-f90b188624c9,SZ,2025-05-24,NET30,10042.52,1506.38,11548.9,0,NONE
INV_000223,12135baa-d2fb-4d7a-89c7-f589d65517ed,NO,2025-06-04,NET30,6734.18,1010.13,7744.31,0,NONE
INV_000224,c51ec10d-a13b-422b-976c-efcf5dd25eaf,IS,2025-11-12,NET30,6620.12,993.02,7613.14,0,NONE
INV_000225,c0b28020-1534-4406-a7cc-cfa62176fcba,CU,2025-03-21,NET30,15704.36,2355.65,18060.01,0,NONE
INV_000226,356f2c48-dc1d-4641-a395-e90f4daceb49,HN,2025-03-29,NET30,5135.21,770.28,5905.49,0,NONE
INV_000227,cabb6aa6-d146-4725-9f26-5e8328168584,DZ,2025-04-23,NET60,12474.34,1871.15,14345.49,0,NONE
INV_000228,eb41e38f-e554-41c1-a0e3-ca890350e9ec,AU,2025-08-04,NET60,8540.66,1281.1,9821.76,0,NONE
INV_000229,5b9afaad-272e-4cba-bfbc-9a4f4e0434c1,GM,2025-03-01,NET30,6505.14,975.77,7480.91,0,NONE
INV_000230,a9a3dcab-8105-4463-844d-cd8a9bb1a830,CA,2025-10-31,NET30,9040.33,1356.05,10396.38,0,NONE
INV_000231,1afdcffd-f8f3-4bc3-a53f-3c1b6997e688,LK,2025-10-04,NET30,14683.02,2202.45,16885.47,1,INFLATED
INV_000232,a9a3dcab-8105-4463-844d-cd8a9bb1a830,CA,2025-06-21,NET30,8517.29,1277.59,9794.88,0,NONE
INV_000233,a9a3dcab-8105-4463-844d-cd8a9bb1a830,CA,2025-09-07,NET30,12477.79,1871.67,14349.46,1,DUPLICATE
INV_000234,780662b5-e665-4015-9d4b-edce767d9486,AT,2025-02-02,NET30,13486.95,2023.04,15509.99,0,NONE
INV_000235,68507650-a511-4089-9dd5-f90b188624c9,SZ,2025-07-02,NET30,15187.91,2278.19,17466.1,0,NONE
INV_000236,9f04ba79-c37b-440d-8db5-8728e8eb49d0,ST,2025-06-20,NET60,92069.61,13810.44,105880.05,1,QUANTITY
INV_000237,a9a3dcab-8105-4463-844d-cd8a9bb1a830,CA,2025-02-21,NET30,17127.56,2569.13,19696.69,0,NONE
INV_000238,780662b5-e665-4015-9d4b-edce767d9486,AT,2025-08-05,NET30,13257.62,1988.64,15246.26,0,NONE
INV_000239,5b9afaad-272e-4cba-bfbc-9a4f4e0434c1,GM,2025-09-05,NET60,3522.46,528.37,4050.83,0,NONE
INV_000240,6d27dc16-7299-4cdf-9901-d9925578473c,GR,2025-02-14,NET30,4813.16,721.97,5535.13,0,NONE
INV_000241,a9a3dcab-8105-4463-844d-cd8a9bb1a830,CA,2025-10-17,NET90,17467.13,2620.07,20087.2,0,NONE
INV_000242,68507650-a511-4089-9dd5-f90b188624c9,SZ,2025-12-22,NET30,6798.71,1019.81,7818.52,1,DUPLICATE
INV_000243,c0b28020-1534-4406-a7cc-cfa62176fcba,CU,2025-10-24,NET60,6089.42,913.41,7002.83,0,NONE
INV_000244,a9a3dcab-8105-4463-844d-cd8a9bb1a830,CA,2025-05-22,NET30,18988.98,2848.35,21837.33,0,NONE
INV_000245,68507650-a511-4089-9dd5-f90b188624c9,SZ,2025-04-17,NET90,7282.98,1092.45,8375.43,0,NONE
INV_000246,eb41e38f-e554-41c1-a0e3-ca890350e9ec,AU,2025-10-10,NET30,7048.83,1057.32,8106.15,0,NONE
INV_000247,c0b28020-1534-4406-a7cc-cfa62176fcba,CU,2025-08-11,NET90,8997.34,1349.6,10346.94,0,NONE
INV_000248,68507650-a511-4089-9dd5-f90b188624c9,SZ,2025-04-29,NET30,20814.25,3122.14,23936.39,0,NONE
INV_000249,ae976ea4-baf5-4235-91a7-efee61466624,UA,2025-05-27,NET30,8048.62,1207.29,9255.91,0,NONE
INV_000250,9f04ba79-c37b-440d-8db5-8728e8eb49d0,ST,2025-09-07,NET30,51019.09,7652.86,58671.95,1,INFLATED
INV_000251,ae976ea4-baf5-4235-91a7-efee61466624,UA,2025-09-21,NET30,2555.21,383.28,2938.49,0,NONE
INV_000252,356f2c48-dc1d-4641-a395-e90f4daceb49,HN,2025-03-22,NET60,6486.54,972.98,7459.52,0,NONE
INV_000253,a9a3dcab-8105-4463-844d-cd8a9bb1a830,CA,2025-11-24,NET60,5095.59,764.34,5859.93,0,NONE
INV_000254,780662b5-e665-4015-9d4b-edce767d9486,AT,2025-06-05,NET90,11126.11,1668.92,12795.03,0,NONE
INV_000255,780662b5-e665-4015-9d4b-edce767d9486,AT,2025-07-14,NET90,5596.63,839.49,6436.12,0,NONE
INV_000256,16ccf49a-1d1d-47ee-90b0-f7d306a2bbab,BW,2025-04-24,NET30,8769.36,1315.4,10084.76,0,NONE
INV_000257,5b9afaad-272e-4cba-bfbc-9a4f4e0434c1,GM,2025-04-22,NET60,8511.6,1276.74,9788.34,0,NONE
INV_000258,1afdcffd-f8f3-4bc3-a53f-3c1b6997e688,LK,2025-09-10,NET30,11089.99,1663.5,12753.49,0,NONE
INV_000259,bbcdc83a-fb69-4c20-a838-17516700b971,BT,2025-08-22,NET30,1597.65,239.65,1837.3,0,NONE
INV_000260,6d27dc16-7299-4cdf-9901-d9925578473c,GR,2025-06-30,NET60,4878.09,731.71,5609.8,0,NONE
INV_000261,eb41e38f-e554-41c1-a0e3-ca890350e9ec,AU,2025-11-12,NET60,6109.58,916.44,7026.02,0,NONE
INV_000262,ae976ea4-baf5-4235-91a7-efee61466624,UA,2025-12-09,NET30,6389.06,958.36,7347.42,0,NONE
INV_000263,ae976ea4-baf5-4235-91a7-efee61466624,UA,2025-01-05,NET60,6121.59,918.24,7039.83,0,NONE
INV_000264,a9a3dcab-8105-4463-844d-cd8a9bb1a830,CA,2025-01-24,NET60,6699.16,1004.87,7704.03,0,NONE
INV_000265,eb41e38f-e554-41c1-a0e3-ca890350e9ec,AU,2025-03-17,NET30,8508.83,1276.32,9785.15,0,NONE
INV_000266,b51d5ff4-3a1d-4ae8-8bd1-fe9215cc2390,AR,2025-07-08,NET30,4500.32,675.05,5175.37,0,NONE
INV_000267,5b9afaad-272e-4cba-bfbc-9a4f4e0434c1,GM,2025-03-29,NET60,889.17,133.38,1022.55,0,NONE
INV_000268,12135baa-d2fb-4d7a-89c7-f589d65517ed,NO,2025-02-06,NET30,5235.73,785.36,6021.09,0,NONE
INV_000269,16ccf49a-1d1d-47ee-90b0-f7d306a2bbab,BW,2025-09-21,NET60,2202.16,330.32,2532.48,0,NONE
INV_000270,b51d5ff4-3a1d-4ae8-8bd1-fe9215cc2390,AR,2025-05-20,NET60,16577.4,2486.61,19064.01,0,NONE
INV_000271,cabb6aa6-d146-4725-9f26-5e8328168584,DZ,2025-03-29,NET30,34229.77,5134.47,39364.24,1,QUANTITY
INV_000272,12135baa-d2fb-4d7a-89c7-f589d65517ed,NO,2025-06-28,NET30,8049.11,1207.37,9256.48,0,NONE
INV_000273,12135baa-d2fb-4d7a-89c7-f589d65517ed,NO,2025-02-10,NET30,8503.34,1275.5,9778.84,0,NONE
INV_000274,6d27dc16-7299-4cdf-9901-d9925578473c,GR,2025-03-22,NET30,8866.48,1329.97,10196.45,0,NONE
INV_000275,2cb41fac-7ecb-4a6d-8714-62647a8b1673,CG,2025-06-27,NET60,12265.19,1839.78,14104.97,0,NONE
INV_000276,bbcdc83a-fb69-4c20-a838-17516700b971,BT,2025-03-22,NET60,3047.12,457.07,3504.19,0,NONE
INV_000277,12135baa-d2fb-4d7a-89c7-f589d65517ed,NO,2025-07-31,NET30,1790.56,268.58,2059.14,0,NONE
INV_000278,f6d81f5e-1308-4745-9a02-5771140cdf8b,SZ,2025-08-03,NET30,15468.64,2320.3,17788.94,0,NONE
INV_000279,b51d5ff4-3a1d-4ae8-8bd1-fe9215cc2390,AR,2025-06-19,NET30,7118.45,1067.77,8186.22,0,NONE
INV_000280,c0b28020-1534-4406-a7cc-cfa62176fcba,CU,2025-04-24,NET30,14083.55,2112.53,16196.08,0,NONE
INV_000281,b51d5ff4-3a1d-4ae8-8bd1-fe9215cc2390,AR,2025-02-03,NET30,9556.59,1433.49,10990.08,0,NONE
INV_000282,9f04ba79-c37b-440d-8db5-8728e8eb49d0,ST,2025-09-25,NET30,20985.46,3147.82,24133.28,0,NONE
INV_000283,9f04ba79-c37b-440d-8db5-8728e8eb49d0,ST,2025-12-14,NET60,19525.58,2928.84,22454.42,0,NONE
INV_000284,16ccf49a-1d1d-47ee-90b0-f7d306a2bbab,BW,2025-01-21,NET30,12352.6,1852.89,14205.49,0,NONE
INV_000285,9f04ba79-c37b-440d-8db5-8728e8eb49d0,ST,2025-12-10,NET90,12312.56,1846.88,14159.44,0,NONE
INV_000286,c51ec10d-a13b-422b-976c-efcf5dd25eaf,IS,2025-05-15,NET30,22699.4,3404.91,26104.31,1,INFLATED
INV_000287,2cb41fac-7ecb-4a6d-8714-62647a8b1673,CG,2025-08-28,NET90,13114.68,1967.2,15081.88,0,NONE
INV_000288,780662b5-e665-4015-9d4b-edce767d9486,AT,2025-06-22,NET60,6432.58,964.89,7397.47,0,NONE
INV_000289,ae976ea4-baf5-4235-91a7-efee61466624,UA,2025-07-21,NET30,5793.84,869.08,6662.92,0,NONE
INV_000290,5b9afaad-272e-4cba-bfbc-9a4f4e0434c1,GM,2025-02-27,NET30,6624.93,993.74,7618.67,0,NONE
INV_000291,2cb41fac-7ecb-4a6d-8714-62647a8b1673,CG,2025-10-28,NET30,10054.13,1508.12,11562.25,0,NONE
INV_000292,2cb41fac-7ecb-4a6d-8714-62647a8b1673,CG,2025-09-03,NET30,12951.92,1942.79,14894.71,0,NONE
INV_000293,6d27dc16-7299-4cdf-9901-d9925578473c,GR,2025-03-06,NET30,6686.56,1002.98,7689.54,0,NONE
INV_000294,f6d81f5e-1308-4745-9a02-5771140cdf8b,SZ,2025-10-12,NET30,23904.62,3585.69,27490.31,0,NONE
INV_000295,12135baa-d2fb-4d7a-89c7-f589d65517ed,NO,2025-06-08,NET30,9128.19,1369.23,10497.42,0,NONE
INV_000296,68507650-a511-4089-9dd5-f90b188624c9,SZ,2025-05-16,NET30,12541.65,1881.25,14422.9,0,NONE
INV_000297,bbcdc83a-fb69-4c20-a838-17516700b971,BT,2025-11-26,NET30,7423.26,1113.49,8536.75,0,NONE
INV_000298,f6d81f5e-1308-4745-9a02-5771140cdf8b,SZ,2025-08-30,NET30,7837.97,1175.7,9013.67,0,NONE
INV_000299,9f04ba79-c37b-440d-8db5-8728e8eb49d0,ST,2025-11-01,NET30,5647.56,847.13,6494.69,0,NONE
INV_000233_DUP,a9a3dcab-8105-4463-844d-cd8a9bb1a830,CA,2025-09-07,NET30,12477.79,1871.67,14349.46,1,DUPLICATE
INV_000242_DUP,68507650-a511-4089-9dd5-f90b188624c9,SZ,2025-12-22,NET30,6798.71,1019.81,7818.52,1,DUPLICATE
INV_000135_DUP,bbcdc83a-fb69-4c20-a838-17516700b971,BT,2025-02-21,NET30,4776.77,716.52,5493.29,1,DUPLICATE
INV_000096_DUP,780662b5-e665-4015-9d4b-edce767d9486,AT,2025-06-15,NET60,8351.07,1252.66,9603.73,1,DUPLICATE
INV_000054_DUP,1afdcffd-f8f3-4bc3-a53f-3c1b6997e688,LK,2025-08-02,NET30,11138.92,1670.84,12809.76,1,DUPLICATE
INV_000120_DUP,356f2c48-dc1d-4641-a395-e90f4daceb49,HN,2025-09-20,NET30,9629.25,1444.39,11073.64,1,DUPLICATE
INV_000150_DUP,bbcdc83a-fb69-4c20-a838-17516700b971,BT,2025-10-03,NET30,4166.63,624.99,4791.62,1,DUPLICATE
INV_000218_DUP,5b9afaad-272e-4cba-bfbc-9a4f4e0434c1,GM,2025-03-06,NET30,13885.43,2082.81,15968.24,1,DUPLICATE
INV_000060_DUP,5b9afaad-272e-4cba-bfbc-9a4f4e0434c1,GM,2025-05-16,NET30,2612.88,391.93,3004.81,1,DUPLICATE
INV_000005_DUP,a9a3dcab-8105-4463-844d-cd8a9bb1a830,CA,2025-04-30,NET60,17691.42,2653.71,20345.13,1,DUPLICATE
INV_000035_DUP,3281d036-9d6b-456f-9630-4ee5761d7e8a,GD,2025-10-19,NET30,3086.94,463.04,3549.98,1,DUPLICATE
